,가격등록일자,품목명,품종명,평균가격,등급명,유통단계별무게,유통단계별단위명,당일최저가격,당일최대가격,가격등록년도
8277,2009-04-30,참외,참외,25000.0,유기농,10,개,25000,25000,2009
8278,2009-04-30,참외,참외,17450.0,무농약,10,개,17450,17450,2009
8279,2009-04-30,참외,참외,22268.0,저농약,10,개,19600,24970,2009
8280,2009-04-30,오이,가시계통,9725.0,유기농,10,개,9550,9900,2009
8281,2009-04-30,오이,가시계통,11075.0,무농약,10,개,10000,8400,2009
8282,2009-04-30,오이,다다기계통,7647.0,유기농,10,개,4260,9750,2009
8283,2009-04-30,오이,다다기계통,8088.0,무농약,10,개,12400,8400,2009
8284,2009-04-30,오이,취청,11400.0,무농약,10,개,11400,11400,2009
8285,2009-04-30,호박,애호박,2165.0,유기농,1,개,1880,2450,2009
8286,2009-04-30,호박,애호박,1797.0,무농약,1,개,1280,780,2009
8287,2009-04-30,토마토,토마토,6517.0,유기농,1,kg,4280,7980,2009
8288,2009-04-30,토마토,토마토,6565.0,무농약,1,kg,4980,8250,2009
8289,2009-04-30,토마토,토마토,5940.0,저농약,1,kg,5900,5980,2009
8290,2009-04-30,딸기,딸기,942.0,유기농,100,g,1100,748,2009
8291,2009-04-30,딸기,딸기,847.0,무농약,100,g,798,990,2009
8292,2009-04-30,딸기,딸기,1180.0,저농약,100,g,1180,1180,2009
8293,2009-04-30,무,봄,2023.0,유기농,1,개,1500,2480,2009
8294,2009-04-30,무,봄,1745.0,무농약,1,개,1280,2200,2009
8295,2009-04-30,당근,무세척,4751.0,유기농,1,kg,3700,6500,2009
8296,2009-04-30,당근,무세척,4429.0,무농약,1,kg,2980,7200,2009
8297,2009-04-30,풋고추,풋고추,1428.0,유기농,100,g,1187,980,2009
8298,2009-04-30,풋고추,풋고추,1050.0,무농약,100,g,1050,1050,2009
8299,2009-04-30,풋고추,꽈리고추,1565.0,유기농,100,g,1320,1960,2009
8300,2009-04-30,풋고추,꽈리고추,1950.0,무농약,100,g,1950,1950,2009
8301,2009-04-30,양파,양파,3898.0,유기농,1,kg,2780,4930,2009
8302,2009-04-30,양파,양파,3395.0,무농약,1,kg,2100,4600,2009
8303,2009-04-30,파,대파,5980.0,유기농,1,kg,2560,9900,2009
8304,2009-04-30,파,대파,5097.0,무농약,1,kg,2960,8330,2009
8305,2009-04-30,파,쪽파,7200.0,무농약,1,kg,4900,9500,2009
8306,2009-04-30,미나리,미나리,9083.0,무농약,1,kg,10900,9500,2009
8307,2009-04-30,깻잎,깻잎,3312.0,유기농,100,g,2500,3930,2009
8308,2009-04-30,깻잎,깻잎,2734.0,무농약,100,g,2200,3520,2009
8309,2009-04-30,피망,청,1523.0,유기농,100,g,1200,2220,2009
8310,2009-04-30,팽이버섯,팽이버섯,625.0,무농약,150,g,1320,789,2009
8311,2009-04-30,사과,후지,17683.0,저농약,10,개,12960,9960,2009
8312,2009-04-30,배,신고,29296.0,저농약,10,개,19930,39900,2009
8313,2009-04-30,방울토마토,국산,8020.0,유기농,1,kg,5960,9960,2009
8314,2009-04-30,방울토마토,국산,6438.0,무농약,1,kg,5960,7960,2009
8315,2009-04-30,방울토마토,국산,7960.0,저농약,1,kg,7960,7960,2009
8316,2009-05-07,쌀,일반계,44350.0,유기농,10,kg,36000,56250,2009
8317,2009-05-07,쌀,일반계,32585.0,무농약,10,kg,27500,39000,2009
8318,2009-05-07,쌀,일반계,28500.0,저농약,10,kg,28500,28500,2009
8319,2009-05-07,고구마,밤,5814.0,유기농,1,kg,5680,5890,2009
8320,2009-05-07,고구마,밤,5842.0,무농약,1,kg,4980,6830,2009
8321,2009-05-07,감자,수미,500.0,유기농,100,g,435,618,2009
8322,2009-05-07,감자,수미,526.0,무농약,100,g,350,598,2009
8323,2009-05-07,배추,봄,3000.0,무농약,1,포기,3000,3000,2009
8324,2009-05-07,양배추,양배추,3928.0,유기농,1,포기,2680,5500,2009
8325,2009-05-07,양배추,양배추,3491.0,무농약,1,포기,2400,4800,2009
8326,2009-05-07,시금치,시금치,8202.0,유기농,1,kg,11920,9900,2009
8327,2009-05-07,시금치,시금치,11150.0,무농약,1,kg,12400,9900,2009
8328,2009-05-07,상추,적,1111.0,유기농,100,g,1050,980,2009
8329,2009-05-07,상추,적,1280.0,무농약,100,g,1280,1280,2009
8330,2009-05-07,상추,청,1258.0,유기농,100,g,1180,980,2009
8331,2009-05-07,상추,청,1274.0,무농약,100,g,1066,787,2009
8332,2009-05-07,참외,참외,24960.0,유기농,10,개,24960,24960,2009
8333,2009-05-07,참외,참외,17450.0,무농약,10,개,17450,17450,2009
8334,2009-05-07,참외,참외,19023.0,저농약,10,개,17600,22000,2009
8335,2009-05-07,오이,가시계통,9725.0,유기농,10,개,9550,9900,2009
8336,2009-05-07,오이,가시계통,11075.0,무농약,10,개,10000,8400,2009
8337,2009-05-07,오이,다다기계통,7290.0,유기농,10,개,4450,9750,2009
8338,2009-05-07,오이,다다기계통,9372.0,무농약,10,개,12400,8400,2009
8339,2009-05-07,오이,취청,5930.0,저농약,10,개,5930,5930,2009
8340,2009-05-07,호박,애호박,1815.0,유기농,1,개,1680,1950,2009
8341,2009-05-07,호박,애호박,2004.0,무농약,1,개,1280,780,2009
8342,2009-05-07,토마토,토마토,7159.0,유기농,1,kg,4280,9980,2009
8343,2009-05-07,토마토,토마토,6219.0,무농약,1,kg,4980,7480,2009
8344,2009-05-07,토마토,토마토,4940.0,저농약,1,kg,3900,5980,2009
8345,2009-05-07,딸기,딸기,1012.0,유기농,100,g,1000,748,2009
8346,2009-05-07,딸기,딸기,863.0,무농약,100,g,798,990,2009
8347,2009-05-07,딸기,딸기,1180.0,저농약,100,g,1180,1180,2009
8348,2009-05-07,무,봄,1998.0,유기농,1,개,1800,2480,2009
8349,2009-05-07,무,봄,1695.0,무농약,1,개,1280,2200,2009
8350,2009-05-07,당근,무세척,4751.0,유기농,1,kg,3700,6500,2009
8351,2009-05-07,당근,무세척,4373.0,무농약,1,kg,2980,7200,2009
8352,2009-05-07,풋고추,풋고추,1322.0,유기농,100,g,1187,980,2009
8353,2009-05-07,풋고추,풋고추,1255.0,무농약,100,g,1190,1320,2009
8354,2009-05-07,풋고추,꽈리고추,1579.0,유기농,100,g,1320,1960,2009
8355,2009-05-07,풋고추,꽈리고추,1950.0,무농약,100,g,1950,1950,2009
8356,2009-05-07,양파,양파,3746.0,유기농,1,kg,2780,4500,2009
8357,2009-05-07,양파,양파,3508.0,무농약,1,kg,2800,4600,2009
8358,2009-05-07,파,대파,5995.0,유기농,1,kg,2560,9900,2009
8359,2009-05-07,파,대파,5117.0,무농약,1,kg,2960,8330,2009
8360,2009-05-07,파,쪽파,4900.0,무농약,1,kg,4900,4900,2009
8361,2009-05-07,미나리,미나리,9912.0,무농약,1,kg,14900,9500,2009
8362,2009-05-07,깻잎,깻잎,3331.0,유기농,100,g,2500,3930,2009
8363,2009-05-07,깻잎,깻잎,2975.0,무농약,100,g,2200,3880,2009
8364,2009-05-07,피망,청,1483.0,유기농,100,g,1180,1860,2009
8365,2009-05-07,파프리카,파프리카,3980.0,무농약,200,g,3980,3980,2009
8366,2009-05-07,팽이버섯,팽이버섯,658.0,무농약,150,g,1320,789,2009
8367,2009-05-07,사과,후지,16188.0,저농약,10,개,10960,9960,2009
8368,2009-05-07,배,신고,28632.0,저농약,10,개,19930,39900,2009
8369,2009-05-07,방울토마토,국산,8277.0,유기농,1,kg,6500,9960,2009
8370,2009-05-07,방울토마토,국산,6405.0,무농약,1,kg,4980,7960,2009
8371,2009-05-07,방울토마토,국산,7960.0,저농약,1,kg,7960,7960,2009
8372,2009-05-14,쌀,일반계,42125.0,유기농,10,kg,36000,45000,2009
8373,2009-05-14,쌀,일반계,32768.0,무농약,10,kg,27500,39000,2009
8374,2009-05-14,쌀,일반계,24900.0,저농약,10,kg,24900,24900,2009
8375,2009-05-14,고구마,밤,5820.0,유기농,1,kg,5680,5890,2009
8376,2009-05-14,고구마,밤,5527.0,무농약,1,kg,4980,5800,2009
8377,2009-05-14,감자,수미,521.0,유기농,100,g,448,618,2009
8378,2009-05-14,감자,수미,483.0,무농약,100,g,350,585,2009
8379,2009-05-14,배추,봄,3980.0,유기농,1,포기,3980,3980,2009
8380,2009-05-14,배추,봄,3000.0,무농약,1,포기,3000,3000,2009
8381,2009-05-14,양배추,양배추,3915.0,유기농,1,포기,2580,6000,2009
8382,2009-05-14,양배추,양배추,3657.0,무농약,1,포기,2580,4800,2009
8383,2009-05-14,시금치,시금치,6591.0,유기농,1,kg,11920,8900,2009
8384,2009-05-14,시금치,시금치,8160.0,무농약,1,kg,12400,3920,2009
8385,2009-05-14,상추,적,1074.0,유기농,100,g,1050,990,2009
8386,2009-05-14,상추,적,1183.0,무농약,100,g,1280,990,2009
8387,2009-05-14,상추,청,1220.0,유기농,100,g,1280,990,2009
8388,2009-05-14,상추,청,1263.0,무농약,100,g,1066,720,2009
8389,2009-05-14,참외,참외,17950.0,유기농,10,개,17950,17950,2009
8390,2009-05-14,참외,참외,17450.0,무농약,10,개,17450,17450,2009
8391,2009-05-14,참외,참외,14575.0,저농약,10,개,11960,9560,2009
8392,2009-05-14,오이,가시계통,9725.0,유기농,10,개,9550,9900,2009
8393,2009-05-14,오이,가시계통,9825.0,무농약,10,개,10000,8400,2009
8394,2009-05-14,오이,다다기계통,6683.0,유기농,10,개,4450,9750,2009
8395,2009-05-14,오이,다다기계통,7410.0,무농약,10,개,6400,9900,2009
8396,2009-05-14,오이,취청,5930.0,저농약,10,개,5930,5930,2009
8397,2009-05-14,호박,애호박,1815.0,유기농,1,개,1680,1950,2009
8398,2009-05-14,호박,애호박,1840.0,무농약,1,개,1580,980,2009
8399,2009-05-14,토마토,토마토,6308.0,유기농,1,kg,4280,7980,2009
8400,2009-05-14,토마토,토마토,5068.0,무농약,1,kg,4320,5980,2009
8401,2009-05-14,토마토,토마토,4940.0,저농약,1,kg,3900,5980,2009
8402,2009-05-14,딸기,딸기,1025.0,유기농,100,g,1000,798,2009
8403,2009-05-14,딸기,딸기,1180.0,저농약,100,g,1180,1180,2009
8404,2009-05-14,무,봄,1998.0,유기농,1,개,1800,2480,2009
8405,2009-05-14,무,봄,1832.0,무농약,1,개,1280,2200,2009
8406,2009-05-14,당근,무세척,4651.0,유기농,1,kg,3560,6500,2009
8407,2009-05-14,당근,무세척,4252.0,무농약,1,kg,2980,7200,2009
8408,2009-05-14,풋고추,풋고추,1376.0,유기농,100,g,1180,980,2009
8409,2009-05-14,풋고추,풋고추,1323.0,무농약,100,g,1190,1460,2009
8410,2009-05-14,풋고추,꽈리고추,1575.0,유기농,100,g,1320,1960,2009
8411,2009-05-14,풋고추,꽈리고추,1950.0,무농약,100,g,1950,1950,2009
8412,2009-05-14,양파,양파,3688.0,유기농,1,kg,2780,4500,2009
8413,2009-05-14,양파,양파,3517.0,무농약,1,kg,2800,4600,2009
8414,2009-05-14,파,대파,6818.0,유기농,1,kg,3960,9900,2009
8415,2009-05-14,파,대파,5358.0,무농약,1,kg,3960,8330,2009
8416,2009-05-14,파,쪽파,4900.0,무농약,1,kg,4900,4900,2009
8417,2009-05-14,미나리,미나리,12933.0,무농약,1,kg,12400,9500,2009
8418,2009-05-14,깻잎,깻잎,3128.0,유기농,100,g,2450,3930,2009
8419,2009-05-14,깻잎,깻잎,2531.0,무농약,100,g,2365,3100,2009
8420,2009-05-14,피망,청,1488.0,유기농,100,g,1180,1990,2009
8421,2009-05-14,파프리카,파프리카,3668.0,유기농,200,g,2900,4600,2009
8422,2009-05-14,파프리카,파프리카,3535.0,무농약,200,g,2640,3980,2009
8423,2009-05-14,팽이버섯,팽이버섯,625.0,무농약,150,g,1320,789,2009
8424,2009-05-14,사과,후지,16304.0,저농약,10,개,11960,9970,2009
8425,2009-05-14,배,신고,29675.0,저농약,10,개,23260,39900,2009
8426,2009-05-14,방울토마토,국산,7963.0,유기농,1,kg,6360,9960,2009
8427,2009-05-14,방울토마토,국산,6373.0,무농약,1,kg,5160,7960,2009
8428,2009-05-14,방울토마토,국산,5960.0,저농약,1,kg,5960,5960,2009
8429,2009-05-21,쌀,일반계,41750.0,유기농,10,kg,36000,45000,2009
8430,2009-05-21,쌀,일반계,32835.0,무농약,10,kg,27500,39000,2009
8431,2009-05-21,고구마,밤,6016.0,유기농,1,kg,5680,6100,2009
8432,2009-05-21,고구마,밤,5527.0,무농약,1,kg,4980,5800,2009
8433,2009-05-21,감자,수미,521.0,유기농,100,g,448,618,2009
8434,2009-05-21,감자,수미,488.0,무농약,100,g,350,598,2009
8435,2009-05-21,배추,봄,3980.0,유기농,1,포기,3980,3980,2009
8436,2009-05-21,배추,봄,3000.0,무농약,1,포기,3000,3000,2009
8437,2009-05-21,양배추,양배추,3613.0,유기농,1,포기,2580,4500,2009
8438,2009-05-21,양배추,양배추,3554.0,무농약,1,포기,2580,5160,2009
8439,2009-05-21,시금치,시금치,7874.0,유기농,1,kg,11920,8900,2009
8440,2009-05-21,시금치,시금치,8160.0,무농약,1,kg,12400,3920,2009
8441,2009-05-21,상추,적,1087.0,유기농,100,g,1050,990,2009
8442,2009-05-21,상추,적,1077.0,무농약,100,g,1050,990,2009
8443,2009-05-21,상추,청,1220.0,유기농,100,g,1280,990,2009
8444,2009-05-21,상추,청,1448.0,무농약,100,g,1280,1680,2009
8445,2009-05-21,참외,참외,14450.0,무농약,10,개,14450,14450,2009
8446,2009-05-21,참외,참외,14542.0,저농약,10,개,11130,19800,2009
8447,2009-05-21,오이,가시계통,9725.0,유기농,10,개,9550,9900,2009
8448,2009-05-21,오이,가시계통,10300.0,무농약,10,개,14500,9400,2009
8449,2009-05-21,오이,다다기계통,7190.0,유기농,10,개,5270,9900,2009
8450,2009-05-21,오이,다다기계통,6917.0,무농약,10,개,5270,9900,2009
8451,2009-05-21,호박,애호박,1680.0,유기농,1,개,1480,1880,2009
8452,2009-05-21,호박,애호박,1769.0,무농약,1,개,1180,980,2009
8453,2009-05-21,토마토,토마토,6090.0,유기농,1,kg,3780,7980,2009
8454,2009-05-21,토마토,토마토,4754.0,무농약,1,kg,3650,5980,2009
8455,2009-05-21,토마토,토마토,5980.0,저농약,1,kg,5980,5980,2009
8456,2009-05-21,딸기,딸기,1200.0,유기농,100,g,1200,1200,2009
8457,2009-05-21,무,봄,1768.0,유기농,1,개,1500,1880,2009
8458,2009-05-21,무,봄,1842.0,무농약,1,개,1280,2180,2009
8459,2009-05-21,당근,무세척,4673.0,유기농,1,kg,3450,6500,2009
8460,2009-05-21,당근,무세척,4064.0,무농약,1,kg,2980,6800,2009
8461,2009-05-21,풋고추,풋고추,1381.0,유기농,100,g,1180,990,2009
8462,2009-05-21,풋고추,풋고추,1167.0,무농약,100,g,1190,850,2009
8463,2009-05-21,풋고추,꽈리고추,1528.0,유기농,100,g,1320,1780,2009
8464,2009-05-21,풋고추,꽈리고추,1950.0,무농약,100,g,1950,1950,2009
8465,2009-05-21,양파,양파,3878.0,유기농,1,kg,2780,4500,2009
8466,2009-05-21,양파,양파,3366.0,무농약,1,kg,1990,4600,2009
8467,2009-05-21,파,대파,6459.0,유기농,1,kg,3960,9900,2009
8468,2009-05-21,파,대파,5485.0,무농약,1,kg,3960,8330,2009
8469,2009-05-21,미나리,미나리,13022.0,무농약,1,kg,12400,9500,2009
8470,2009-05-21,깻잎,깻잎,3349.0,유기농,100,g,3000,3930,2009
8471,2009-05-21,깻잎,깻잎,2823.0,무농약,100,g,2365,3125,2009
8472,2009-05-21,피망,청,1420.0,유기농,100,g,1180,1640,2009
8473,2009-05-21,파프리카,파프리카,3835.0,유기농,200,g,3300,4600,2009
8474,2009-05-21,파프리카,파프리카,3580.0,무농약,200,g,2640,3980,2009
8475,2009-05-21,팽이버섯,팽이버섯,593.0,무농약,150,g,1320,735,2009
8476,2009-05-21,사과,후지,15683.0,저농약,10,개,12960,22000,2009
8477,2009-05-21,배,신고,28400.0,저농약,10,개,25000,35800,2009
8478,2009-05-21,방울토마토,국산,7709.0,유기농,1,kg,5530,9960,2009
8479,2009-05-21,방울토마토,국산,6507.0,무농약,1,kg,5160,8960,2009
8480,2009-05-21,방울토마토,국산,5960.0,저농약,1,kg,5960,5960,2009
8481,2009-05-28,쌀,일반계,42583.0,유기농,10,kg,36000,45000,2009
8482,2009-05-28,쌀,일반계,32702.0,무농약,10,kg,27500,39000,2009
8483,2009-05-28,쌀,일반계,29000.0,저농약,10,kg,29000,29000,2009
8484,2009-05-28,고구마,밤,5763.0,유기농,1,kg,4680,6230,2009
8485,2009-05-28,고구마,밤,5745.0,무농약,1,kg,4980,6400,2009
8486,2009-05-28,감자,수미,608.0,유기농,100,g,598,618,2009
8487,2009-05-28,감자,수미,457.0,무농약,100,g,350,598,2009
8488,2009-05-28,배추,봄,3980.0,유기농,1,포기,3980,3980,2009
8489,2009-05-28,배추,봄,3000.0,무농약,1,포기,3000,3000,2009
8490,2009-05-28,양배추,양배추,4753.0,유기농,1,포기,3760,6000,2009
8491,2009-05-28,양배추,양배추,3918.0,무농약,1,포기,2580,5000,2009
8492,2009-05-28,시금치,시금치,7591.0,유기농,1,kg,11920,8900,2009
8493,2009-05-28,시금치,시금치,10160.0,무농약,1,kg,12400,7920,2009
8494,2009-05-28,상추,적,1101.0,유기농,100,g,1046,990,2009
8495,2009-05-28,상추,적,985.0,무농약,100,g,1280,990,2009
8496,2009-05-28,상추,청,1157.0,유기농,100,g,1280,880,2009
8497,2009-05-28,상추,청,1371.0,무농약,100,g,1066,1680,2009
8498,2009-05-28,참외,참외,11600.0,유기농,10,개,11600,11600,2009
8499,2009-05-28,참외,참외,9950.0,무농약,10,개,9950,9950,2009
8500,2009-05-28,참외,참외,13966.0,저농약,10,개,11560,9950,2009
8501,2009-05-28,오이,가시계통,10700.0,유기농,10,개,11500,9900,2009
8502,2009-05-28,오이,가시계통,10575.0,무농약,10,개,10000,9400,2009
8503,2009-05-28,오이,다다기계통,6818.0,유기농,10,개,3700,9900,2009
8504,2009-05-28,오이,다다기계통,7843.0,무농약,10,개,6400,9900,2009
8505,2009-05-28,오이,취청,9400.0,무농약,10,개,9400,9400,2009
8506,2009-05-28,오이,취청,4930.0,저농약,10,개,4930,4930,2009
8507,2009-05-28,호박,애호박,1787.0,유기농,1,개,1480,2000,2009
8508,2009-05-28,호박,애호박,1754.0,무농약,1,개,1180,980,2009
8509,2009-05-28,토마토,토마토,6032.0,유기농,1,kg,3780,7980,2009
8510,2009-05-28,토마토,토마토,4384.0,무농약,1,kg,2900,5980,2009
8511,2009-05-28,토마토,토마토,3340.0,저농약,1,kg,2780,3900,2009
8512,2009-05-28,무,봄,1864.0,유기농,1,개,1780,1980,2009
8513,2009-05-28,무,봄,1924.0,무농약,1,개,1280,2200,2009
8514,2009-05-28,당근,무세척,4818.0,유기농,1,kg,3950,6500,2009
8515,2009-05-28,당근,무세척,4392.0,무농약,1,kg,2980,7200,2009
8516,2009-05-28,풋고추,풋고추,1301.0,유기농,100,g,1180,990,2009
8517,2009-05-28,풋고추,풋고추,1008.0,무농약,100,g,1280,650,2009
8518,2009-05-28,풋고추,꽈리고추,1551.0,유기농,100,g,1320,1850,2009
8519,2009-05-28,풋고추,꽈리고추,1950.0,무농약,100,g,1950,1950,2009
8520,2009-05-28,양파,양파,3513.0,유기농,1,kg,2780,4500,2009
8521,2009-05-28,양파,양파,3338.0,무농약,1,kg,2280,4600,2009
8522,2009-05-28,파,대파,6471.0,유기농,1,kg,3960,8330,2009
8523,2009-05-28,파,대파,4735.0,무농약,1,kg,2560,8330,2009
8524,2009-05-28,파,쪽파,4900.0,무농약,1,kg,4900,4900,2009
8525,2009-05-28,미나리,미나리,13179.0,무농약,1,kg,12400,9500,2009
8526,2009-05-28,깻잎,깻잎,3033.0,유기농,100,g,2475,3450,2009
8527,2009-05-28,깻잎,깻잎,2921.0,무농약,100,g,2450,3100,2009
8528,2009-05-28,피망,청,1505.0,유기농,100,g,1200,1770,2009
8529,2009-05-28,파프리카,파프리카,3708.0,유기농,200,g,2900,4320,2009
8530,2009-05-28,파프리카,파프리카,3207.0,무농약,200,g,2420,3980,2009
8531,2009-05-28,팽이버섯,팽이버섯,360.0,유기농,150,g,360,360,2009
8532,2009-05-28,팽이버섯,팽이버섯,631.0,무농약,150,g,1320,789,2009
8533,2009-05-28,사과,후지,17641.0,저농약,10,개,13700,32660,2009
8534,2009-05-28,배,신고,28716.0,저농약,10,개,26000,35800,2009
8535,2009-05-28,방울토마토,국산,7683.0,유기농,1,kg,5960,8960,2009
8536,2009-05-28,방울토마토,국산,5991.0,무농약,1,kg,4960,8960,2009
8537,2009-05-28,방울토마토,국산,4960.0,저농약,1,kg,4960,4960,2009
8538,2009-06-04,쌀,일반계,42583.0,유기농,10,kg,36000,45000,2009
8539,2009-06-04,쌀,일반계,32664.0,무농약,10,kg,27500,39000,2009
8540,2009-06-04,쌀,일반계,29000.0,저농약,10,kg,29000,29000,2009
8541,2009-06-04,고구마,밤,5953.0,유기농,1,kg,4980,6230,2009
8542,2009-06-04,고구마,밤,5645.0,무농약,1,kg,4970,6830,2009
8543,2009-06-04,감자,수미,503.0,유기농,100,g,398,618,2009
8544,2009-06-04,감자,수미,411.0,무농약,100,g,298,498,2009
8545,2009-06-04,배추,봄,4280.0,유기농,1,포기,4280,4280,2009
8546,2009-06-04,배추,봄,3000.0,무농약,1,포기,3000,3000,2009
8547,2009-06-04,양배추,양배추,5053.0,유기농,1,포기,3760,6000,2009
8548,2009-06-04,양배추,양배추,3544.0,무농약,1,포기,1980,5200,2009
8549,2009-06-04,시금치,시금치,7200.0,유기농,1,kg,4800,8900,2009
8550,2009-06-04,시금치,시금치,10160.0,무농약,1,kg,12400,7920,2009
8551,2009-06-04,상추,적,1072.0,유기농,100,g,1050,990,2009
8552,2009-06-04,상추,적,1019.0,무농약,100,g,1066,920,2009
8553,2009-06-04,상추,청,1100.0,유기농,100,g,1280,980,2009
8554,2009-06-04,상추,청,1448.0,무농약,100,g,1280,1680,2009
8555,2009-06-04,참외,참외,7960.0,유기농,10,개,7960,7960,2009
8556,2009-06-04,참외,참외,11625.0,무농약,10,개,13300,9950,2009
8557,2009-06-04,참외,참외,14358.0,저농약,10,개,12450,9950,2009
8558,2009-06-04,오이,가시계통,10200.0,유기농,10,개,12500,7900,2009
8559,2009-06-04,오이,가시계통,9950.0,무농약,10,개,14500,9400,2009
8560,2009-06-04,오이,다다기계통,6455.0,유기농,10,개,3700,9900,2009
8561,2009-06-04,오이,다다기계통,7914.0,무농약,10,개,6900,9900,2009
8562,2009-06-04,오이,취청,9400.0,무농약,10,개,9400,9400,2009
8563,2009-06-04,오이,취청,4500.0,저농약,10,개,4500,4500,2009
8564,2009-06-04,호박,애호박,1730.0,유기농,1,개,1580,1880,2009
8565,2009-06-04,호박,애호박,1588.0,무농약,1,개,1100,990,2009
8566,2009-06-04,토마토,토마토,5233.0,유기농,1,kg,2900,6980,2009
8567,2009-06-04,토마토,토마토,4197.0,무농약,1,kg,2900,5600,2009
8568,2009-06-04,토마토,토마토,5480.0,저농약,1,kg,3980,6980,2009
8569,2009-06-04,무,봄,1767.0,유기농,1,개,1280,1980,2009
8570,2009-06-04,무,봄,1928.0,무농약,1,개,1500,2180,2009
8571,2009-06-04,당근,무세척,4818.0,유기농,1,kg,3950,6500,2009
8572,2009-06-04,당근,무세척,4429.0,무농약,1,kg,2750,7200,2009
8573,2009-06-04,풋고추,풋고추,1265.0,유기농,100,g,1050,853,2009
8574,2009-06-04,풋고추,풋고추,1115.0,무농약,100,g,1580,650,2009
8575,2009-06-04,풋고추,꽈리고추,1575.0,유기농,100,g,1320,2180,2009
8576,2009-06-04,풋고추,꽈리고추,1950.0,무농약,100,g,1950,1950,2009
8577,2009-06-04,양파,양파,3406.0,유기농,1,kg,2480,4500,2009
8578,2009-06-04,양파,양파,2996.0,무농약,1,kg,1370,4780,2009
8579,2009-06-04,파,대파,6390.0,유기농,1,kg,5000,8330,2009
8580,2009-06-04,파,대파,5203.0,무농약,1,kg,2560,8330,2009
8581,2009-06-04,파,쪽파,4900.0,무농약,1,kg,4900,4900,2009
8582,2009-06-04,미나리,미나리,15870.0,유기농,1,kg,15870,15870,2009
8583,2009-06-04,미나리,미나리,12750.0,무농약,1,kg,12400,9500,2009
8584,2009-06-04,깻잎,깻잎,3033.0,유기농,100,g,2475,3450,2009
8585,2009-06-04,깻잎,깻잎,2878.0,무농약,100,g,2450,3075,2009
8586,2009-06-04,피망,청,1459.0,유기농,100,g,1200,1640,2009
8587,2009-06-04,파프리카,파프리카,3115.0,유기농,200,g,2120,4040,2009
8588,2009-06-04,파프리카,파프리카,3183.0,무농약,200,g,1920,4200,2009
8589,2009-06-04,팽이버섯,팽이버섯,555.0,유기농,150,g,555,555,2009
8590,2009-06-04,팽이버섯,팽이버섯,610.0,무농약,150,g,1320,789,2009
8591,2009-06-04,사과,후지,16269.0,저농약,10,개,10960,32660,2009
8592,2009-06-04,배,신고,28776.0,저농약,10,개,26000,35800,2009
8593,2009-06-04,방울토마토,국산,7214.0,유기농,1,kg,5960,8960,2009
8594,2009-06-04,방울토마토,국산,5968.0,무농약,1,kg,4960,7500,2009
8595,2009-06-04,방울토마토,국산,5960.0,저농약,1,kg,5960,5960,2009
8596,2009-06-11,쌀,일반계,42583.0,유기농,10,kg,36000,45000,2009
8597,2009-06-11,쌀,일반계,33014.0,무농약,10,kg,27500,39000,2009
8598,2009-06-11,쌀,일반계,24750.0,저농약,10,kg,24750,24750,2009
8599,2009-06-11,고구마,밤,6034.0,유기농,1,kg,4980,6830,2009
8600,2009-06-11,고구마,밤,5110.0,무농약,1,kg,4690,5800,2009
8601,2009-06-11,감자,수미,481.0,유기농,100,g,398,618,2009
8602,2009-06-11,감자,수미,319.0,무농약,100,g,168,475,2009
8603,2009-06-11,배추,봄,4280.0,유기농,1,포기,4280,4280,2009
8604,2009-06-11,배추,봄,3000.0,무농약,1,포기,3000,3000,2009
8605,2009-06-11,양배추,양배추,5053.0,유기농,1,포기,3760,6000,2009
8606,2009-06-11,양배추,양배추,3711.0,무농약,1,포기,1980,5800,2009
8607,2009-06-11,시금치,시금치,7378.0,유기농,1,kg,4800,9300,2009
8608,2009-06-11,시금치,시금치,10160.0,무농약,1,kg,12400,7920,2009
8609,2009-06-11,상추,적,1054.0,유기농,100,g,1120,920,2009
8610,2009-06-11,상추,적,997.0,무농약,100,g,1066,853,2009
8611,2009-06-11,상추,청,1206.0,유기농,100,g,1280,990,2009
8612,2009-06-11,상추,청,1448.0,무농약,100,g,1280,1680,2009
8613,2009-06-11,참외,참외,13785.0,유기농,10,개,13300,14270,2009
8614,2009-06-11,참외,참외,12375.0,무농약,10,개,11450,13300,2009
8615,2009-06-11,참외,참외,13620.0,저농약,10,개,10700,9980,2009
8616,2009-06-11,오이,가시계통,10133.0,유기농,10,개,10000,7900,2009
8617,2009-06-11,오이,가시계통,10425.0,무농약,10,개,14500,9400,2009
8618,2009-06-11,오이,다다기계통,7764.0,유기농,10,개,4950,9900,2009
8619,2009-06-11,오이,다다기계통,7271.0,무농약,10,개,6400,9900,2009
8620,2009-06-11,오이,취청,9400.0,무농약,10,개,9400,9400,2009
8621,2009-06-11,오이,취청,3270.0,저농약,10,개,3270,3270,2009
8622,2009-06-11,호박,애호박,1613.0,유기농,1,개,1480,1880,2009
8623,2009-06-11,호박,애호박,1664.0,무농약,1,개,1380,980,2009
8624,2009-06-11,토마토,토마토,4717.0,유기농,1,kg,2900,6980,2009
8625,2009-06-11,토마토,토마토,4088.0,무농약,1,kg,3050,5600,2009
8626,2009-06-11,토마토,토마토,3480.0,저농약,1,kg,3480,3480,2009
8627,2009-06-11,무,봄,1733.0,유기농,1,개,1280,1980,2009
